0.00000000000002435 0.00000000000000012 866.48978179184837245 10
0.00000000000062159 0.00000000000000033 20915.70340828703047009 110
0.00000000000124049 0.00000000000000048 58649.06488502953288844 210
0.00000000000310355 0.00000000000000064 130580.22447927726898342 310
0.00000000000508336 0.00000000000000065 253094.55353328643832356 410
0.00000000000673819 0.00000000000000081 319457.16324241599068046 510

0.00000000000877946 0.00000000000000093 247907.09801616729237139 610
0.00000000000913781 0.00000000000000097 397903.32638251001480967 710
0.00000000004941461 0.00000000000000096 2297203.45111145963892341 810
0.00000000001485619 0.00000000000000102 801674.69462410802952945 910
0.00000000002075929 0.00000000000000113 1008424.39031811594031751 1010
